index,name,artist,release_date,length,popularity,danceability
394,Life's Been Good,Joe Walsh,1978,8.9371,69,0.505
395,Waterloo Sunset - Mono Mix,The Kinks,1967,3.236933333,66,0.512
396,Frankenstein,Edgar Winter,2002,4.76,52,0.625
397,Let's Stay Together,Al Green,1972,3.323266667,75,0.756
398,Radio Free Europe,R.E.M.,1983,4.086666667,48,0.367
399,Fly Like An Eagle,Steve Miller Band,1976,4.71155,68,0.561
400,Use Somebody,Kings of Leon,2008,3.846,76,0.276
401,Kryptonite,3 Doors Down,2000,3.898883333,78,0.545
402,Penny Lane - Remastered 2009,The Beatles,1967,3.014883333,66,0.651
403,Night Moves,Bob Seger,1976,5.407033333,71,0.705
404,Yellow Ledbetter,Pearl Jam,1991,5.059766667,70,0.504
405,Where It's At,Beck,1996,5.515766667,53,0.68
406,Call Me,Blondie,2004,3.5371,66,0.554
407,California Dreamin' - Single Version,The Mamas & The Papas,1966,2.706216667,79,0.552
408,Bat Out of Hell,Meat Loaf,1977,9.833333333,60,0.204
409,Like a Prayer,Madonna,2009,5.711333333,71,0.624
410,The Unforgiven,Metallica,1991,6.452216667,65,0.539
411,Purple Rain,Prince,1984,8.679766667,75,0.367
412,Love In An Elevator - Single Version,Aerosmith,1994,5.363766667,50,0.449
413,Blurry,Puddle Of Mudd,2001,5.066666667,66,0.431
414,The Sound of Silence - Acoustic Version,Simon & Garfunkel,1964,3.090216667,74,0.525
415,Miss You - Live,The Rolling Stones,2019,16.36443333,25,0.429
416,Slither,Velvet Revolver,2004,4.138433333,65,0.478
417,Gimme All Your Lovin',ZZ Top,1992,3.999766667,51,0.655
418,Cochise,Audioslave,2002,3.700433333,68,0.452
419,Bulls On Parade,Rage Against The Machine,1996,3.824433333,74,0.412
420,Long Train Runnin',The Doobie Brothers,1973,3.454433333,72,0.575
421,In-A-Gadda-Da-Vida - Single Version,Iron Butterfly,1993,2.899766667,56,0.472
422,All My Love - 1990 Remaster,Led Zeppelin,1979,5.854433333,64,0.599
423,Black Water - Single Version,The Doobie Brothers,1976,4.30265,55,0.543
424,Cold as Ice,Foreigner,1977,3.342883333,68,0.516
425,Running on Empty,Jackson Browne,1978,4.864883333,66,0.541
426,Fame - 2016 Remaster,David Bowie,1975,4.356216667,59,0.786
427,Crazy,Gnarls Barkley,2006,3.034433333,72,0.835
428,Wonderful Tonight,Eric Clapton,1977,3.750433333,76,0.572
429,I Want To Hold Your Hand - Remastered 2015,The Beatles,2000,2.4291,72,0.49
430,Don't Stop Believin',Journey,2001,4.148433333,74,0.491
431,Stayin a Live,Super Tamarindo All Stars,2014,4.4,2,0.582
432,Killer Queen - Remastered 2011,Queen,1974,2.993333333,65,0.535
433,Feel like Makin' Love - 2015 Remaster,Bad Company,1975,5.230666667,69,0.543
434,Crawling,Linkin Park,2000,3.482666667,73,0.58
435,Crazy Little Thing Called Love - Remastered 2011,Queen,1980,2.722883333,74,0.599
436,Little Wing,Jimi Hendrix,1967,2.4291,71,0.515
437,For Those About to Rock (We Salute You),AC/DC,1981,5.737333333,66,0.37
438,I Got You (I Feel Good),James Brown & The Famous Flames,1966,2.763333333,70,0.613
439,Green Onions,Booker T. & the M.G.'s,1962,2.938883333,68,0.816
440,Misty Mountain Hop - Alternate Mix,Led Zeppelin,1971,4.750883333,52,0.488
441,Takin' Care Of Business,Bachman-Turner Overdrive,1973,4.83155,65,0.724
442,The Spirit Of Radio,Rush,1980,4.9411,64,0.365
443,Run Like Hell,Pink Floyd,1979,4.392883333,60,0.716
444,Voodoo Child (Slight Return),Jimi Hendrix,1968,5.222883333,67,0.214
445,Santeria,Sublime,1996,3.045766667,75,0.682
446,Young Lust,Pink Floyd,1979,3.499266667,61,0.615
447,I Alone,Live,1994,3.852216667,62,0.396
448,Give A Little Bit,Supertramp,1977,4.136216667,75,0.531
449,Soul to Squeeze,Red Hot Chili Peppers,2003,4.82555,66,0.663
450,A Horse with No Name,America,1972,4.203983333,77,0.654
451,With A Little Help From My Friends - Remastered 2009,The Beatles,1967,2.7351,65,0.705
452,Kiss,Prince,1986,3.770666667,73,0.898
453,Iris,The Goo Goo Dolls,2007,4.831766667,74,0.291
454,No Rain,Blind Melon,1992,3.618433333,74,0.389
455,Wild Thing,The Troggs,1966,2.588883333,63,0.453
456,Rock Around The Clock,Bill Haley & His Comets,1968,2.283333333,53,0.609
457,The Distance,Cake,1996,2.994216667,64,0.463
458,Ashes to Ashes - 2017 Remaster,David Bowie,1980,4.436,63,0.71
459,Stand by Me,Ben E. King,1962,3.000916667,78,0.65
460,Who'll Stop The Rain,Creedence Clearwater Revival,1970,2.458216667,66,0.598
461,Crazy On You,Heart,1975,4.890666667,66,0.427
462,Holiday,Green Day,2017,3.878,67,0.552
463,Sad But True,Metallica,1991,5.398883333,69,0.633
464,Owner of a Lonely Heart,Yes,1983,4.4751,70,0.744
465,We've Gotta Get out of This Place,The Animals,1987,3.214,52,0.588
466,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Various Artists,1998,4.979333333,76,0.383
467,Wanted Dead Or Alive,Bon Jovi,1986,5.144433333,74,0.252
468,Otherside,Red Hot Chili Peppers,1999,4.256216667,78,0.458
469,"What's The Frequency, Kenneth?",R.E.M.,1994,4.006666667,55,0.4
470,"Bizarre Love Triangle - 7"" Remix",Various Artists,2020,3.752883333,5,0.67
471,Learn to Fly,Foo Fighters,1999,3.92155,74,0.465
472,Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,1967,3.474433333,68,0.311
473,Judith,A Perfect Circle,2000,4.1211,66,0.366
474,25 or 6 to 4 - 2002 Remaster,Chicago,1970,4.83,65,0.604
475,Have You Ever Seen The Rain,Creedence Clearwater Revival,1970,2.668883333,78,0.741
476,Limelight,Rush,1981,4.33065,64,0.581
477,Breaking the Habit,Linkin Park,2003,3.281766667,58,0.579
478,The Final Countdown,Europe,1986,5.172216667,76,0.529
479,Lovesong - 2010 Remaster,The Cure,1989,3.492883333,61,0.611
480,The Hand That Feeds,Nine Inch Nails,2005,3.528,58,0.587
481,Locomotive Breath,Jethro Tull,1971,4.43355,60,0.68
482,Love Her Madly,The Doors,1971,3.307766667,66,0.564
483,Crossroads - Live,Cream,1968,4.307766667,61,0.391
484,Desire,U2,1988,2.989333333,61,0.49
485,"Fire - Live In Maui, 1970",Jimi Hendrix,2020,3.7171,43,0.302
486,With Arms Wide Open,Various Artists,2020,4.578433333,53,0.413
487,Psycho,Puddle Of Mudd,2007,3.510883333,64,0.573
488,Ramblin' Man,Allman Brothers Band,1989,4.808433333,70,0.349
489,Shine,Collective Soul,1994,5.100666667,68,0.54
490,Hound Dog,Elvis Presley,1958,2.2671,69,0.357
491,Suspicious Minds,Elvis Presley,1969,4.35465,72,0.487
492,More Human Than Human,White Zombie,1995,4.479333333,60,0.673
493,In Your Eyes - 2012 Remaster,Peter Gabriel,1986,5.506216667,55,0.621
494,We're An American Band - Remastered 2002,Grand Funk Railroad,1973,3.45155,61,0.637
495,Evil Ways,Santana,1969,3.9711,62,0.704
496,Re-Education (Through Labor),Rise Against,2008,3.70755,61,0.243
497,The Man Who Sold The World,Nirvana,1994,4.35155,74,0.483
498,Old Man - 2009 Remaster,Neil Young,1972,3.3691,68,0.702
499,Mr. Tambourine Man,The Byrds,1965,2.4911,64,0.456
500,I Was Made For Lovin' You,KISS,1979,4.520666667,79,0.768
501,Santa Monica,Everclear,1995,3.191766667,45,0.491
502,Take on Me,a-ha,1985,3.754666667,83,0.573
503,Crying,Roy Orbison,1962,2.774433333,61,0.35
504,Rebel Rebel - 2016 Remaster,David Bowie,1974,4.5791,75,0.635
505,The Wind Cries Mary,Jimi Hendrix,1967,3.34555,64,0.499
506,Tainted Love,Soft Cell,1981,2.564,68,0.542
507,Somewhere I Belong,Linkin Park,2003,3.56555,70,0.451
508,Brothers in Arms,Dire Straits,1985,6.99,52,0.22
509,Can't Help Falling In Love (Elvis Presley cover),Various Artists,2011,2.812433333,16,0.5
510,Twist And Shout - Remastered 2009,The Beatles,1963,2.5871,74,0.482
511,Megalomaniac,Incubus,2004,4.913333333,56,0.532
512,Blowin' in the Wind,Bob Dylan,1963,2.7571,70,0.38
513,China Grove,The Doobie Brothers,1973,3.2551,67,0.623
514,Goodbye Yellow Brick Road - Remastered 2014,Elton John,1973,3.213766667,58,0.559
515,Low Rider,War,1975,3.192666667,60,0.811
516,So Cold - Remix,Breaking Benjamin,2004,4.557333333,61,0.49
517,Stuck In The Middle With You,Various Artists,2009,3.398216667,71,0.795
518,Maybellene,Chuck Berry,1959,2.387333333,56,0.756
519,Blinded By The Light,Manfred Mann's Earth Band,1976,7.13555,62,0.456
520,Monkey Wrench,Foo Fighters,1997,3.858,69,0.401
521,Jamming,Bob Marley & The Wailers,1977,3.516666667,73,0.934
522,Sharp Dressed Man - 2008 Remaster,ZZ Top,1983,4.300433333,73,0.601
523,Hungry Heart,Bruce Springsteen,1980,3.324216667,69,0.641
524,I Am the Highway,Audioslave,2002,5.581766667,66,0.341
525,Long Tall Sally (The Thing),Little Richard,1957,2.123766667,62,0.474
526,Just What I Needed,The Cars,1978,3.760433333,70,0.619
527,Folsom Prison Blues,Johnny Cash,1957,2.809233333,56,0.754
528,Woodstock,"Crosby, Stills, Nash & Young",1970,3.896216667,55,0.458
529,Unchained Melody,The Righteous Brothers,1965,3.63355,72,0.339
530,Going to California - Remaster,Led Zeppelin,1971,3.536,67,0.503
531,Every Little Thing She Does Is Magic,The Police,1981,4.342883333,73,0.558
532,Girls Just Want to Have Fun,Cyndi Lauper,1983,3.9711,77,0.71
533,You've Lost That Lovin' Feelin' - Single Version,The Righteous Brothers,1965,3.774216667,63,0.369
534,Bawitdaba,Kid Rock,1998,4.430666667,66,0.551
535,Do It Again,Steely Dan,1972,5.94555,70,0.682
536,Intergalactic - Remastered,Beastie Boys,1998,3.858216667,68,0.734
537,Listen to the Music,The Doobie Brothers,1972,3.787766667,76,0.645
538,Nothing Compares 2 U,Sinéad O'Connor,1990,4.667333333,75,0.511
539,Paralyzer,Finger Eleven,2007,3.468433333,71,0.644
540,"My My, Hey Hey (Out of the Blue) - 2016 Remaster",Neil Young,1979,3.795083333,68,0.502
541,Like a Stone,Audioslave,2002,4.899333333,76,0.614
542,I Walk the Line,Johnny Cash,1970,2.942216667,67,0.713
543,The Pretender,Foo Fighters,2007,4.48955,77,0.433
544,Long Road To Ruin,Foo Fighters,2007,3.748,59,0.401
545,(Sittin' On) the Dock of the Bay,Otis Redding,1968,2.72925,74,0.769
546,Sheena Is a Punk Rocker - 2017 Remaster,Ramones,1977,2.832,59,0.42
547,Get Off Of My Cloud - Mono Version,The Rolling Stones,1965,2.918,55,0.579
548,Shoot to Thrill,AC/DC,1980,5.290433333,73,0.457
549,Higher,Creed,1999,5.278883333,68,0.459
550,Inside the Fire,Disturbed,2008,3.85955,67,0.463
551,What Is and What Should Never Be - 1990 Remaster,Led Zeppelin,1969,4.732883333,57,0.34
552,Truckin' - 2001 Remaster,Grateful Dead,2003,5.089333333,44,0.631
553,Turn The Page - Live In Detroit/1975,Bob Seger,1976,5.019766667,58,0.535
554,I Want You to Want Me,Cheap Trick,1977,3.1871,71,0.806
555,Into the Mystic - 2013 Remaster,Van Morrison,1970,3.426883333,74,0.608
556,Hunger Strike,Temple Of The Dog,1990,4.104433333,61,0.373
557,Hard To Handle,The Black Crowes,1990,3.134433333,69,0.599
558,Bad - Edit,U2,1998,5.8251,58,0.363
559,Come On Eileen,Dexys Midnight Runners,1982,4.788433333,1,0.45
560,We're Not Gonna Take It,Twisted Sister,1984,3.6611,73,0.502
561,Stinkfist,TOOL,1996,5.202,65,0.286
562,Semi-Charmed Life,Third Eye Blind,1997,4.472666667,75,0.64
563,Surrender,Cheap Trick,1978,4.228883333,69,0.524
564,The Ocean - 1990 Remaster,Led Zeppelin,1973,4.5171,56,0.443
565,Photograph,Def Leppard,1983,4.1327,66,0.602
566,Jessica - Live At The Oakland Coliseum/1975,Allman Brothers Band,1976,9.174966667,18,0.317
567,We Can Work It Out - Remastered 2015,The Beatles,2000,2.26155,61,0.378
568,Master of Puppets (Remastered),Metallica,1986,8.589766667,67,0.539
569,Rave On,Buddy Holly,1958,1.832666667,57,0.566
570,High And Dry,Radiohead,1995,4.291333333,72,0.418
571,The Chain - 2004 Remaster,Fleetwood Mac,1977,4.50355,82,0.545
572,Jet - Remastered 2010,Wings,1973,4.139333333,57,0.504
573,Friday I'm in Love,The Cure,1992,3.573333333,66,0.526
574,All You Need Is Love - Remastered 2009,The Beatles,1967,3.839766667,66,0.4
575,Lonely Boy,The Black Keys,2011,3.22755,72,0.356
576,American Girl,Tom Petty and the Heartbreakers,1976,3.578883333,74,0.55
577,I'm On Fire,Bruce Springsteen,1984,2.598,75,0.62
578,Rock Lobster,Various Artists,2009,6.824,34,0.556
579,Love Hurts - Single Edit,Nazareth,1975,3.868666667,67,0.442
580,I Will Follow - Remastered 2008,U2,1980,3.6231,59,0.36
581,Day Tripper - Remastered 2015,The Beatles,2000,2.816666667,62,0.665
582,Wrong Way,Sublime,1996,2.2691,65,0.69
583,Faint,Linkin Park,2003,2.71,56,0.554
584,Fade To Black (Remastered),Metallica,1984,6.953766667,63,0.256
585,Renegades Of Funk,Rage Against The Machine,2000,4.569333333,66,0.651
586,Mississippi Queen,Mountain,1970,2.52155,69,0.581
587,"I've Seen All Good People: a. Your Move, b. All Good People - 2003 Remaster",Yes,1971,6.8891,54,0.417
588,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,The Beatles,1967,2.048216667,64,0.451
589,Don't You (Forget About Me),Simple Minds,1985,4.384,75,0.66
590,I Shot The Sheriff,Eric Clapton,1974,4.395766667,65,0.73
591,Fell On Black Days,Soundgarden,1994,4.7171,66,0.574
592,Dammit,blink-182,1997,2.756216667,64,0.429
593,Viva La Vida,Coldplay,2008,4.03955,80,0.486
594,Rocky Mountain Way,Joe Walsh,1973,5.256666667,61,0.493
595,Whipping Post,Allman Brothers Band,1969,5.290633333,57,0.315
596,Love Shack,The B-52's,1989,5.35955,70,0.715
597,Toxicity,System Of A Down,2001,3.648883333,78,0.413
598,Living For The City,Stevie Wonder,2002,3.6551,55,0.708
599,Smooth (feat. Rob Thomas),Santana,1999,4.916433333,69,0.609
600,Wish You Were Here,Incubus,2001,3.54555,68,0.246
601,I Heard It Through The Grapevine - Edit,Various Artists,2019,3.884433333,50,0.916
602,Silent Lucidity - Remastered 2003,Queensrÿche,1990,5.796,62,0.462
603,Magic Bus - Mono Edit,The Who,1979,3.377766667,42,0.632
604,Don't Be Cruel,Elvis Presley,1958,2.048216667,61,0.697
605,Take The Money And Run,Steve Miller Band,1976,2.836216667,67,0.565
606,Every Rose Has Its Thorn - Remastered 2003,Poison,1988,4.336216667,72,0.533
607,It's Been Awhile,Staind,2001,4.411766667,66,0.509
608,Pump It Up,Elvis Costello & The Attractions,1978,3.278,61,0.644
609,Have a Cigar,Pink Floyd,1975,5.128883333,64,0.454
610,Bargain,The Who,1971,5.559766667,48,0.452
611,Hungry Like the Wolf - 2009 Remaster,Duran Duran,1982,3.6771,72,0.691
612,Comedown - Remastered,Bush,1994,5.444433333,51,0.469
613,Street Fighting Man - 50th Anniversary Edition,The Rolling Stones,1968,3.252433333,57,0.583
614,Pink Houses,John Mellencamp,1983,4.727766667,64,0.635
615,B. Y. O. B. - 8-Bit System of a Down Emulation,8-Bit Arcade,2017,4.09785,12,0.572
616,Lucky Man - 2012 Remastered Version,"Emerson, Lake & Palmer",2016,4.62755,53,0.341
617,Man On The Moon,R.E.M.,1992,5.236216667,68,0.667
618,18 and Life,Skid Row,1989,3.832666667,69,0.466
619,When I'm Gone,3 Doors Down,2002,4.338883333,69,0.53
620,Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,1970,4.1051,64,0.619
621,Woman from Tokyo,Deep Purple,1973,5.810666667,38,0.582
622,"What'd I Say, Pt. 1 & 2",Ray Charles,1959,5.11755,62,0.54
623,Magic Man,Heart,1975,5.472666667,60,0.435
624,Hot Blooded,Foreigner,1978,4.478216667,63,0.705
625,Run to the Hills - 2015 Remaster,Iron Maiden,1982,3.891766667,71,0.249
626,Can't Get Enough - 2015 Remaster,Bad Company,1974,4.272666667,57,0.638
627,Addicted To Love,Robert Palmer,1985,6.060666667,68,0.702
628,Gloria (feat. Van Morrison) - Stereo Version,Van Morrison,2015,2.613333333,62,0.641
629,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1983,3.61555,81,0.692
630,Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,James Brown,1991,5.264,44,0.835
631,Love Me Two Times,The Doors,1967,3.251766667,63,0.684
632,God Save the Queen,Sex Pistols,1977,3.334666667,50,0.274
633,Hey Man Nice Shot,Filter,1995,5.240666667,65,0.479
634,Young Americans - 2016 Remaster,David Bowie,1975,5.228433333,59,0.614
635,Schism,TOOL,2001,6.72555,68,0.567
636,"Oh, Pretty Woman",Roy Orbison,1962,2.982216667,74,0.619
637,In My Place,Coldplay,2002,3.778,71,0.424
638,Common People,Pulp,1995,5.860433333,69,0.314
639,Monkey Gone to Heaven,Pixies,1989,2.957766667,62,0.652
640,Whole Lotta Shakin' Going On,Jerry Lee Lewis,1969,2.885966667,46,0.377
641,Panic Switch,Silversun Pickups,2009,5.731766667,58,0.163
642,All Day and All of the Night,The Kinks,1964,2.358433333,68,0.551
643,Whole Lotta Rosie,AC/DC,1977,5.563333333,66,0.292
644,Just A Girl,No Doubt,1995,3.486666667,64,0.638
645,Will You Love Me Tomorrow,The Shirelles,1961,2.678216667,62,0.55
646,Runaway Train,Soul Asylum,1992,4.4311,70,0.613
647,Elderly Woman Behind the Counter in a Small Town (Remastered),Pearl Jam,1993,3.269766667,63,0.291
648,No Time,The Guess Who,1971,3.6571,42,0.484
649,Holy Diver,Dio,1983,5.896433333,61,0.476
650,Communication Breakdown - Remaster,Led Zeppelin,1969,2.503333333,50,0.375
651,Time of the Season - Mono Version,The Zombies,1968,3.5671,66,0.537
652,Groove Is in the Heart,Deee-Lite,2005,3.8631,64,0.694
653,Poison,Alice Cooper,1989,4.501333333,72,0.28
654,Sexual Healing - Kygo Remix,Marvin Gaye,2015,6.1386,6,0.689
655,Spirit in the Sky,Various Artists,1979,3.993333333,37,0.601
656,Cold Hard Bitch,Jet,2003,4.053333333,61,0.458
657,Because the Night,Patti Smith,1978,3.413333333,67,0.466
658,Suffragette City - 2012 Remaster,David Bowie,1972,3.47355,58,0.455
659,Like a Hurricane - 2017 Remaster,Neil Young,1977,8.29155,54,0.424
660,Speed of Sound,Coldplay,2005,4.798433333,69,0.514
661,Walking On The Moon,The Police,1979,5.013766667,65,0.514
662,Pretty Fly (For A White Guy),The Offspring,1998,3.144433333,73,0.723
663,Sloop John B - Remastered,The Beach Boys,1966,3.002216667,60,0.567
664,Rock & Roll Band,Boston,1976,3.005766667,58,0.487
665,Let's Dance - 1999 Remaster,David Bowie,1983,7.618883333,3,0.619
666,Don't Stop - 2004 Remaster,Fleetwood Mac,1977,3.222433333,68,0.672
667,Jane Says,Jane's Addiction,1988,4.783333333,66,0.402
668,Clint Eastwood,Gorillaz,2001,5.682,70,0.663
669,One of These Nights - 2013 Remaster,Eagles,1975,4.861416667,70,0.655
670,I'm Waiting For The Man,The Velvet Underground,1967,4.658666667,59,0.679
671,Celebrity Skin,Hole,1998,2.7111,66,0.438
672,Suck My Kiss,Red Hot Chili Peppers,1991,3.618883333,64,0.623
673,Suzie Q,Creedence Clearwater Revival,1968,8.619316667,56,0.435
674,Patience,Guns N' Roses,1987,5.914666667,68,0.457
675,Love Me Tender - with The Royal Philharmonic Orchestra,Elvis Presley,2015,3.420433333,56,0.239
676,Cult of Personality,Living Colour,1988,4.913766667,64,0.504
677,Du hast,Rammstein,1997,3.903766667,0,0.638
678,Corduroy - Remastered,Pearl Jam,1994,4.626433333,56,0.487
679,Jailbreak,Thin Lizzy,1976,4.01,60,0.616
680,Gold on the Ceiling,The Black Keys,2011,3.738883333,69,0.505
681,All over You,LEISURE,2016,3.9154,55,0.763
682,Don't Stand So Close To Me - Remastered 2003,Various Artists,2020,4.026666667,1,0.8
683,Fat Lip,Sum 41,2001,2.9711,73,0.402
684,Only the Lonely,Roy Orbison,1961,2.42555,62,0.57
685,Great Balls Of Fire,Jerry Lee Lewis,1964,1.828433333,67,0.4
686,Don't Bring Me Down,Electric Light Orchestra,1979,4.056216667,72,0.638
687,Rape Me,Nirvana,1993,2.833333333,64,0.42
688,Mother,Pink Floyd,1979,5.58155,63,0.578
689,That'll Be The Day,Buddy Holly,2018,2.316433333,23,0.611
690,Going Underground,The Jam,1979,2.908433333,59,0.319
691,Tie Your Mother Down - Remastered 2011,Queen,1976,4.778216667,47,0.327
692,No Sugar Tonight / New Mother Nature,The Guess Who,1970,4.896666667,56,0.512
693,American Woman,Lenny Kravitz,1998,4.409333333,63,0.688
694,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,1971,3.32,69,0.757
695,Show Me The Way,Peter Frampton,1975,4.054433333,66,0.7
696,Hurt,Johnny Cash,2002,3.608883333,76,0.534
697,The Low Spark Of High-Heeled Boys,Traffic,1971,11.68733333,48,0.528
698,I Want You Back,The Jackson 5,1969,2.938883333,76,0.469
699,The Reason,Hoobastank,2004,3.88,5,0.447
700,"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,1995,4.243766667,69,0.277
701,Pictures of You - 2010 Remaster,The Cure,1989,7.474433333,58,0.484
702,Family Affair - Single Version,Sly & The Family Stone,1971,3.092216667,59,0.819
703,Highway Star,Deep Purple,1972,6.141766667,59,0.298
704,When the Levee Breaks - Remaster,Led Zeppelin,1971,7.147516667,63,0.271
705,With A Little Help From My Friends,Joe Cocker,1969,5.202883333,70,0.307
706,Back In The U.S.S.R. - Remastered 2009,The Beatles,1968,2.724216667,67,0.48
707,Funeral For A Friend / Love Lies Bleeding - Remastered 2014,Elton John,1973,11.10951667,54,0.403
